"Number","Significant_Frequency","Period_Years","Period_days"
55,1461.4629258517,2.996996996997,1093.9039039039
55,1825.73146292585,2.39903846153846,875.649038461539
56,364.268537074148,12.0240963855422,4388.79518072289
56,728.537074148297,6.01204819277108,2194.39759036145
56,1097.19438877755,3.992,1457.08
56,1461.4629258517,2.996996996997,1093.9039039039
56,1825.73146292585,2.39903846153846,875.649038461539
57,364.268537074148,12.0240963855422,4388.79518072289
57,728.537074148297,6.01204819277108,2194.39759036145
57,1092.80561122244,4.00803212851406,1462.93172690763
57,1461.4629258517,2.996996996997,1093.9039039039
57,1825.73146292585,2.39903846153846,875.649038461539
58,364.268537074148,12.0240963855422,4388.79518072289
58,728.537074148297,6.01204819277108,2194.39759036145
58,1092.80561122244,4.00803212851406,1462.93172690763
58,1461.4629258517,2.996996996997,1093.9039039039
58,1825.73146292585,2.39903846153846,875.649038461539
59,364.268537074148,12.0240963855422,4388.79518072289
59,728.537074148297,6.01204819277108,2194.39759036145
59,1092.80561122244,4.00803212851406,1462.93172690763
59,1461.4629258517,2.996996996997,1093.9039039039
59,1825.73146292585,2.39903846153846,875.649038461539
60,364.268537074148,12.0240963855422,4388.79518072289
60,728.537074148297,6.01204819277108,2194.39759036145
60,1092.80561122244,4.00803212851406,1462.93172690763
60,1461.4629258517,2.996996996997,1093.9039039039
60,1825.73146292585,2.39903846153846,875.649038461539
61,364.268537074148,12.0240963855422,4388.79518072289
61,728.537074148297,6.01204819277108,2194.39759036145
61,1097.19438877755,3.992,1457.08
61,1461.4629258517,2.996996996997,1093.9039039039
61,1825.73146292585,2.39903846153846,875.649038461539
62,364.268537074148,12.0240963855422,4388.79518072289
62,728.537074148297,6.01204819277108,2194.39759036145
62,1097.19438877755,3.992,1457.08
62,1461.4629258517,2.996996996997,1093.9039039039
62,1825.73146292585,2.39903846153846,875.649038461539
63,364.268537074148,12.0240963855422,4388.79518072289
63,732.925851703407,5.97604790419162,2181.25748502994
63,1097.19438877755,3.992,1457.08
63,1461.4629258517,2.996996996997,1093.9039039039
63,1825.73146292585,2.39903846153846,875.649038461539
64,364.268537074148,12.0240963855422,4388.79518072289
64,728.537074148297,6.01204819277108,2194.39759036145
64,1097.19438877755,3.992,1457.08
64,1461.4629258517,2.996996996997,1093.9039039039
64,1825.73146292585,2.39903846153846,875.649038461539
65,364.268537074148,12.0240963855422,4388.79518072289
65,728.537074148297,6.01204819277108,2194.39759036145
65,1097.19438877755,3.992,1457.08
65,1461.4629258517,2.996996996997,1093.9039039039
65,1825.73146292585,2.39903846153846,875.649038461539
66,364.268537074148,12.0240963855422,4388.79518072289
66,728.537074148297,6.01204819277108,2194.39759036145
66,1097.19438877755,3.992,1457.08
66,1461.4629258517,2.996996996997,1093.9039039039
66,1825.73146292585,2.39903846153846,875.649038461539
67,364.268537074148,12.0240963855422,4388.79518072289
67,728.537074148297,6.01204819277108,2194.39759036145
67,1097.19438877755,3.992,1457.08
67,1461.4629258517,2.996996996997,1093.9039039039
67,1825.73146292585,2.39903846153846,875.649038461539
68,364.268537074148,12.0240963855422,4388.79518072289
68,728.537074148297,6.01204819277108,2194.39759036145
68,1097.19438877755,3.992,1457.08
68,1461.4629258517,2.996996996997,1093.9039039039
68,1825.73146292585,2.39903846153846,875.649038461539
69,364.268537074148,12.0240963855422,4388.79518072289
69,728.537074148297,6.01204819277108,2194.39759036145
69,1092.80561122244,4.00803212851406,1462.93172690763
69,1461.4629258517,2.996996996997,1093.9039039039
69,1825.73146292585,2.39903846153846,875.649038461539
70,364.268537074148,12.0240963855422,4388.79518072289
70,728.537074148297,6.01204819277108,2194.39759036145
70,1097.19438877755,3.992,1457.08
70,1461.4629258517,2.996996996997,1093.9039039039
70,1825.73146292585,2.39903846153846,875.649038461539
71,364.268537074148,12.0240963855422,4388.79518072289
71,728.537074148297,6.01204819277108,2194.39759036145
71,1097.19438877755,3.992,1457.08
71,1461.4629258517,2.996996996997,1093.9039039039
71,1825.73146292585,2.39903846153846,875.649038461539
72,364.268537074148,12.0240963855422,4388.79518072289
72,728.537074148297,6.01204819277108,2194.39759036145
72,1092.80561122244,4.00803212851406,1462.93172690763
72,1461.4629258517,2.996996996997,1093.9039039039
72,1825.73146292585,2.39903846153846,875.649038461539
73,364.268537074148,12.0240963855422,4388.79518072289
73,728.537074148297,6.01204819277108,2194.39759036145
73,1092.80561122244,4.00803212851406,1462.93172690763
73,1461.4629258517,2.996996996997,1093.9039039039
73,1825.73146292585,2.39903846153846,875.649038461539
74,364.268537074148,12.0240963855422,4388.79518072289
74,728.537074148297,6.01204819277108,2194.39759036145
74,1092.80561122244,4.00803212851406,1462.93172690763
74,1461.4629258517,2.996996996997,1093.9039039039
74,1825.73146292585,2.39903846153846,875.649038461539
75,364.268537074148,12.0240963855422,4388.79518072289
75,728.537074148297,6.01204819277108,2194.39759036145
75,1092.80561122244,4.00803212851406,1462.93172690763
75,1461.4629258517,2.996996996997,1093.9039039039
75,1825.73146292585,2.39903846153846,875.649038461539
76,364.268537074148,12.0240963855422,4388.79518072289
76,728.537074148297,6.01204819277108,2194.39759036145
76,1092.80561122244,4.00803212851406,1462.93172690763
76,1461.4629258517,2.996996996997,1093.9039039039
76,1825.73146292585,2.39903846153846,875.649038461539
77,364.268537074148,12.0240963855422,4388.79518072289
77,728.537074148297,6.01204819277108,2194.39759036145
77,1092.80561122244,4.00803212851406,1462.93172690763
77,1461.4629258517,2.996996996997,1093.9039039039
77,1825.73146292585,2.39903846153846,875.649038461539
78,364.268537074148,12.0240963855422,4388.79518072289
